Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	glycerolipid metabolic process (GO:0046486)	9.746530e-01	9.911692e-01	0	0	inf	inf	DGKB
GO_Biological_Process_2021	glycine metabolic process (GO:0006544)	9.746530e-01	9.911692e-01	0	0	inf	inf	SDS
GO_Biological_Process_2021	glycine transport (GO:0015816)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC6A17
GO_Biological_Process_2021	glycogen catabolic process (GO:0005980)	9.746530e-01	9.911692e-01	0	0	inf	inf	PYGM
GO_Biological_Process_2021	glycogen metabolic process (GO:0005977)	9.746530e-01	9.911692e-01	0	0	inf	inf	PYGM
GO_Biological_Process_2021	glycolytic process (GO:0006096)	9.746530e-01	9.911692e-01	0	0	inf	inf	PGAM4
GO_Biological_Process_2021	glycoprotein catabolic process (GO:0006516)	9.746530e-01	9.911692e-01	0	0	inf	inf	ADAMTS12
GO_Biological_Process_2021	Golgi to plasma membrane protein transport (GO:0043001)	9.746530e-01	9.911692e-01	0	0	inf	inf	RAB31
GO_Biological_Process_2021	Golgi to plasma membrane transport (GO:0006893)	9.746530e-01	9.911692e-01	0	0	inf	inf	RAB31
GO_Biological_Process_2021	granulocyte migration (GO:0097530)	9.746530e-01	9.911692e-01	0	0	inf	inf	JAM3
GO_Biological_Process_2021	guanine nucleotide transmembrane transport (GO:1903790)	9.746530e-01	9.911692e-01	0	0	inf	inf	LRRC8C
GO_Biological_Process_2021	heart field specification (GO:0003128)	9.746530e-01	9.911692e-01	0	0	inf	inf	MEF2C
GO_Biological_Process_2021	heme catabolic process (GO:0042167)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLCO2B1
GO_Biological_Process_2021	hemoglobin metabolic process (GO:0020027)	9.746530e-01	9.911692e-01	0	0	inf	inf	INHBA
GO_Biological_Process_2021	heparan sulfate proteoglycan biosynthetic process (GO:0015012)	9.746530e-01	9.911692e-01	0	0	inf	inf	HS6ST3
GO_Biological_Process_2021	heparan sulfate proteoglycan biosynthetic process, enzymatic modification (GO:0015015)	9.746530e-01	9.911692e-01	0	0	inf	inf	HS6ST3
GO_Biological_Process_2021	heparin metabolic process (GO:0030202)	9.746530e-01	9.911692e-01	0	0	inf	inf	ANGPT1
GO_Biological_Process_2021	hepatocyte differentiation (GO:0070365)	9.746530e-01	9.911692e-01	0	0	inf	inf	PCK1
GO_Biological_Process_2021	hepatocyte growth factor receptor signaling pathway (GO:0048012)	9.746530e-01	9.911692e-01	0	0	inf	inf	HGF
GO_Biological_Process_2021	heterochromatin organization (GO:0070828)	9.746530e-01	9.911692e-01	0	0	inf	inf	SNAI1
GO_Biological_Process_2021	heterocycle biosynthetic process (GO:0018130)	9.746530e-01	9.911692e-01	0	0	inf	inf	HDC
GO_Biological_Process_2021	hexose catabolic process (GO:0019320)	9.746530e-01	9.911692e-01	0	0	inf	inf	TKTL1
GO_Biological_Process_2021	hexose import across plasma membrane (GO:0140271)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC2A5
GO_Biological_Process_2021	His-Purkinje system development (GO:0003164)	9.746530e-01	9.911692e-01	0	0	inf	inf	HOPX
GO_Biological_Process_2021	histidine catabolic process (GO:0006548)	9.746530e-01	9.911692e-01	0	0	inf	inf	HDC
GO_Biological_Process_2021	histidine metabolic process (GO:0006547)	9.746530e-01	9.911692e-01	0	0	inf	inf	HDC
GO_Biological_Process_2021	histone arginine methylation (GO:0034969)	9.746530e-01	9.911692e-01	0	0	inf	inf	NR1H4
GO_Biological_Process_2021	histone citrullination (GO:0036414)	9.746530e-01	9.911692e-01	0	0	inf	inf	PADI4
GO_Biological_Process_2021	histone deacetylation (GO:0016575)	9.746530e-01	9.911692e-01	0	0	inf	inf	HDAC9
GO_Biological_Process_2021	histone H3 acetylation (GO:0043966)	9.746530e-01	9.911692e-01	0	0	inf	inf	LEF1
GO_Biological_Process_2021	histone H3 deacetylation (GO:0070932)	9.746530e-01	9.911692e-01	0	0	inf	inf	HDAC9
GO_Biological_Process_2021	histone H3-K9 demethylation (GO:0033169)	9.746530e-01	9.911692e-01	0	0	inf	inf	KDM4E
GO_Biological_Process_2021	histone H4 deacetylation (GO:0070933)	9.746530e-01	9.911692e-01	0	0	inf	inf	HDAC9
GO_Biological_Process_2021	histone lysine demethylation (GO:0070076)	9.746530e-01	9.911692e-01	0	0	inf	inf	KDM4E
GO_Biological_Process_2021	histone-threonine phosphorylation (GO:0035405)	9.746530e-01	9.911692e-01	0	0	inf	inf	PRKCB
GO_Biological_Process_2021	homologous chromosome pairing at meiosis (GO:0007129)	9.746530e-01	9.911692e-01	0	0	inf	inf	IHO1
GO_Biological_Process_2021	hyperosmotic response (GO:0006972)	9.746530e-01	9.911692e-01	0	0	inf	inf	RCSD1
GO_Biological_Process_2021	hypotonic response (GO:0006971)	9.746530e-01	9.911692e-01	0	0	inf	inf	MYLK
GO_Biological_Process_2021	icosanoid transport (GO:0071715)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLCO2A1
GO_Biological_Process_2021	immature B cell differentiation (GO:0002327)	9.746530e-01	9.911692e-01	0	0	inf	inf	KIT
GO_Biological_Process_2021	IMP biosynthetic process (GO:0006188)	9.746530e-01	9.911692e-01	0	0	inf	inf	AMPD1
GO_Biological_Process_2021	inclusion body assembly (GO:0070841)	9.746530e-01	9.911692e-01	0	0	inf	inf	MAPT
GO_Biological_Process_2021	indolalkylamine biosynthetic process (GO:0046219)	9.746530e-01	9.911692e-01	0	0	inf	inf	TPH2
GO_Biological_Process_2021	indolalkylamine metabolic process (GO:0006586)	9.746530e-01	9.911692e-01	0	0	inf	inf	TPH2
GO_Biological_Process_2021	indole-containing compound biosynthetic process (GO:0042435)	9.746530e-01	9.911692e-01	0	0	inf	inf	TPH2
GO_Biological_Process_2021	inhibition of cysteine-type endopeptidase activity (GO:0097340)	9.746530e-01	9.911692e-01	0	0	inf	inf	CST7
GO_Biological_Process_2021	inner ear morphogenesis (GO:0042472)	9.746530e-01	9.911692e-01	0	0	inf	inf	TIFAB
GO_Biological_Process_2021	inosine metabolic process (GO:0046102)	9.746530e-01	9.911692e-01	0	0	inf	inf	ADA2
GO_Biological_Process_2021	inositol phosphate biosynthetic process (GO:0032958)	9.746530e-01	9.911692e-01	0	0	inf	inf	FGF2
GO_Biological_Process_2021	inositol phosphate-mediated signaling (GO:0048016)	9.746530e-01	9.911692e-01	0	0	inf	inf	NFATC1
GO_Biological_Process_2021	insulin metabolic process (GO:1901142)	9.746530e-01	9.911692e-01	0	0	inf	inf	PCSK2
GO_Biological_Process_2021	insulin secretion involved in cellular response to glucose stimulus (GO:0035773)	9.746530e-01	9.911692e-01	0	0	inf	inf	CLTRN
GO_Biological_Process_2021	integrated stress response signaling (GO:0140467)	9.746530e-01	9.911692e-01	0	0	inf	inf	CCL2
GO_Biological_Process_2021	interleukin-23-mediated signaling pathway (GO:0038155)	9.746530e-01	9.911692e-01	0	0	inf	inf	IL12B
GO_Biological_Process_2021	interleukin-27-mediated signaling pathway (GO:0070106)	9.746530e-01	9.911692e-01	0	0	inf	inf	IL27
GO_Biological_Process_2021	interleukin-6-mediated signaling pathway (GO:0070102)	9.746530e-01	9.911692e-01	0	0	inf	inf	IL6
GO_Biological_Process_2021	internal peptidyl-lysine acetylation (GO:0018393)	9.746530e-01	9.911692e-01	0	0	inf	inf	NAT8B
GO_Biological_Process_2021	internal protein amino acid acetylation (GO:0006475)	9.746530e-01	9.911692e-01	0	0	inf	inf	MAPT
GO_Biological_Process_2021	intestinal cholesterol absorption (GO:0030299)	9.746530e-01	9.911692e-01	0	0	inf	inf	CD36
GO_Biological_Process_2021	intestinal lipid absorption (GO:0098856)	9.746530e-01	9.911692e-01	0	0	inf	inf	CD36
GO_Biological_Process_2021	intracellular cholesterol transport (GO:0032367)	9.746530e-01	9.911692e-01	0	0	inf	inf	STAR
GO_Biological_Process_2021	intracellular lipid transport (GO:0032365)	9.746530e-01	9.911692e-01	0	0	inf	inf	ABCD2
GO_Biological_Process_2021	intracellular pH elevation (GO:0051454)	9.746530e-01	9.911692e-01	0	0	inf	inf	BCL2
GO_Biological_Process_2021	intracellular sterol transport (GO:0032366)	9.746530e-01	9.911692e-01	0	0	inf	inf	STAR
GO_Biological_Process_2021	intraciliary transport involved in cilium assembly (GO:0035735)	9.746530e-01	9.911692e-01	0	0	inf	inf	KIF3C
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	9.746530e-01	9.911692e-01	0	0	inf	inf	ZNF385B
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	9.746530e-01	9.911692e-01	0	0	inf	inf	BCL2
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress (GO:0070059)	9.746530e-01	9.911692e-01	0	0	inf	inf	BCL2
GO_Biological_Process_2021	intrinsic apoptotic signaling pathway in response to oxidative stress (GO:0008631)	9.746530e-01	9.911692e-01	0	0	inf	inf	CYP1B1
GO_Biological_Process_2021	ionotropic glutamate receptor signaling pathway (GO:0035235)	9.746530e-01	9.911692e-01	0	0	inf	inf	GRIA2
GO_Biological_Process_2021	IRE1-mediated unfolded protein response (GO:0036498)	9.746530e-01	9.911692e-01	0	0	inf	inf	EXTL1
GO_Biological_Process_2021	iron import into cell (GO:0033212)	9.746530e-01	9.911692e-01	0	0	inf	inf	CYBRD1
GO_Biological_Process_2021	iron ion transmembrane transport (GO:0034755)	9.746530e-01	9.911692e-01	0	0	inf	inf	SCARA5
GO_Biological_Process_2021	iron ion transport (GO:0006826)	9.746530e-01	9.911692e-01	0	0	inf	inf	SCARA5
GO_Biological_Process_2021	ISG15-protein conjugation (GO:0032020)	9.746530e-01	9.911692e-01	0	0	inf	inf	UBE2E2
GO_Biological_Process_2021	isoleucine metabolic process (GO:0006549)	9.746530e-01	9.911692e-01	0	0	inf	inf	SDS
GO_Biological_Process_2021	kidney morphogenesis (GO:0060993)	9.746530e-01	9.911692e-01	0	0	inf	inf	LRRK2
GO_Biological_Process_2021	L-aspartate transmembrane transport (GO:0070778)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC1A3
GO_Biological_Process_2021	L-glutamate transmembrane transport (GO:0015813)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC1A3
GO_Biological_Process_2021	L-ornithine transmembrane transport (GO:1903352)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC7A3
GO_Biological_Process_2021	L-serine metabolic process (GO:0006563)	9.746530e-01	9.911692e-01	0	0	inf	inf	SDS
GO_Biological_Process_2021	lens fiber cell differentiation (GO:0070306)	9.746530e-01	9.911692e-01	0	0	inf	inf	CRYGD
GO_Biological_Process_2021	leucine catabolic process (GO:0006552)	9.746530e-01	9.911692e-01	0	0	inf	inf	HMGCLL1
GO_Biological_Process_2021	leucine metabolic process (GO:0006551)	9.746530e-01	9.911692e-01	0	0	inf	inf	HMGCLL1
GO_Biological_Process_2021	leukocyte aggregation (GO:0070486)	9.746530e-01	9.911692e-01	0	0	inf	inf	JAM2
GO_Biological_Process_2021	leukotriene D4 biosynthetic process (GO:1901750)	9.746530e-01	9.911692e-01	0	0	inf	inf	GGTA1
GO_Biological_Process_2021	leukotriene D4 metabolic process (GO:1901748)	9.746530e-01	9.911692e-01	0	0	inf	inf	GGTA1
GO_Biological_Process_2021	lipid droplet organization (GO:0034389)	9.746530e-01	9.911692e-01	0	0	inf	inf	CIDEA
GO_Biological_Process_2021	lipid homeostasis (GO:0055088)	9.746530e-01	9.911692e-01	0	0	inf	inf	TREM2
GO_Biological_Process_2021	lipid hydroxylation (GO:0002933)	9.746530e-01	9.911692e-01	0	0	inf	inf	CYP1A1
GO_Biological_Process_2021	lipid import into cell (GO:0140354)	9.746530e-01	9.911692e-01	0	0	inf	inf	CD36
GO_Biological_Process_2021	lipid phosphorylation (GO:0046834)	9.746530e-01	9.911692e-01	0	0	inf	inf	DGKB
GO_Biological_Process_2021	lipid transport across blood-brain barrier (GO:1990379)	9.746530e-01	9.911692e-01	0	0	inf	inf	CD36
GO_Biological_Process_2021	lipoprotein metabolic process (GO:0042157)	9.746530e-01	9.911692e-01	0	0	inf	inf	OLR1
GO_Biological_Process_2021	lipoxin biosynthetic process (GO:2001301)	9.746530e-01	9.911692e-01	0	0	inf	inf	ALOX5AP
GO_Biological_Process_2021	lipoxin metabolic process (GO:2001300)	9.746530e-01	9.911692e-01	0	0	inf	inf	ALOX5AP
GO_Biological_Process_2021	lipoxygenase pathway (GO:0019372)	9.746530e-01	9.911692e-01	0	0	inf	inf	ALOX5AP
GO_Biological_Process_2021	long-chain fatty acid biosynthetic process (GO:0042759)	9.746530e-01	9.911692e-01	0	0	inf	inf	CYP1A1
GO_Biological_Process_2021	long-chain fatty acid catabolic process (GO:0042758)	9.746530e-01	9.911692e-01	0	0	inf	inf	GLYATL2
GO_Biological_Process_2021	long-chain fatty acid import into cell (GO:0044539)	9.746530e-01	9.911692e-01	0	0	inf	inf	CD36
GO_Biological_Process_2021	long-term synaptic depression (GO:0060292)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC24A2
GO_Biological_Process_2021	lung epithelium development (GO:0060428)	9.746530e-01	9.911692e-01	0	0	inf	inf	FGF10
GO_Biological_Process_2021	lymph node development (GO:0048535)	9.746530e-01	9.911692e-01	0	0	inf	inf	PDPN
GO_Biological_Process_2021	lymphatic endothelial cell differentiation (GO:0060836)	9.746530e-01	9.911692e-01	0	0	inf	inf	PDPN
GO_Biological_Process_2021	lymphoid progenitor cell differentiation (GO:0002320)	9.746530e-01	9.911692e-01	0	0	inf	inf	FLT3
GO_Biological_Process_2021	macromolecule biosynthetic process (GO:0009059)	9.746530e-01	9.911692e-01	0	0	inf	inf	COL5A1
GO_Biological_Process_2021	macropinocytosis (GO:0044351)	9.746530e-01	9.911692e-01	0	0	inf	inf	DOCK2
GO_Biological_Process_2021	magnesium ion homeostasis (GO:0010960)	9.746530e-01	9.911692e-01	0	0	inf	inf	KCNA1
GO_Biological_Process_2021	maintenance of apical/basal cell polarity (GO:0035090)	9.746530e-01	9.911692e-01	0	0	inf	inf	LIN7A
GO_Biological_Process_2021	maintenance of epithelial cell apical/basal polarity (GO:0045199)	9.746530e-01	9.911692e-01	0	0	inf	inf	LIN7A
GO_Biological_Process_2021	maintenance of gastrointestinal epithelium (GO:0030277)	9.746530e-01	9.911692e-01	0	0	inf	inf	TLR4
GO_Biological_Process_2021	maintenance of protein location in nucleus (GO:0051457)	9.746530e-01	9.911692e-01	0	0	inf	inf	SYNE1
GO_Biological_Process_2021	mammary gland duct morphogenesis (GO:0060603)	9.746530e-01	9.911692e-01	0	0	inf	inf	CSF1R
GO_Biological_Process_2021	marginal zone B cell differentiation (GO:0002315)	9.746530e-01	9.911692e-01	0	0	inf	inf	DOCK10
GO_Biological_Process_2021	medium-chain fatty acid catabolic process (GO:0051793)	9.746530e-01	9.911692e-01	0	0	inf	inf	GLYATL2
GO_Biological_Process_2021	meiotic DNA double-strand break formation (GO:0042138)	9.746530e-01	9.911692e-01	0	0	inf	inf	IHO1
GO_Biological_Process_2021	melanosome localization (GO:0032400)	9.746530e-01	9.911692e-01	0	0	inf	inf	MYO5A
GO_Biological_Process_2021	melanosome organization (GO:0032438)	9.746530e-01	9.911692e-01	0	0	inf	inf	TYRP1
GO_Biological_Process_2021	melanosome transport (GO:0032402)	9.746530e-01	9.911692e-01	0	0	inf	inf	MYO5A
GO_Biological_Process_2021	membrane biogenesis (GO:0044091)	9.746530e-01	9.911692e-01	0	0	inf	inf	CLIP3
GO_Biological_Process_2021	membrane depolarization during AV node cell action potential (GO:0086045)	9.746530e-01	9.911692e-01	0	0	inf	inf	CACNA1G
GO_Biological_Process_2021	membrane lipid catabolic process (GO:0046466)	9.746530e-01	9.911692e-01	0	0	inf	inf	CYP1B1
GO_Biological_Process_2021	membrane raft assembly (GO:0001765)	9.746530e-01	9.911692e-01	0	0	inf	inf	RFTN1
GO_Biological_Process_2021	membrane raft organization (GO:0031579)	9.746530e-01	9.911692e-01	0	0	inf	inf	RFTN1
GO_Biological_Process_2021	membrane repolarization during ventricular cardiac muscle cell action potential (GO:0098915)	9.746530e-01	9.911692e-01	0	0	inf	inf	KCNE1
GO_Biological_Process_2021	mesenchymal to epithelial transition involved in metanephros morphogenesis (GO:0003337)	9.746530e-01	9.911692e-01	0	0	inf	inf	SMO
GO_Biological_Process_2021	metanephric distal tubule development (GO:0072235)	9.746530e-01	9.911692e-01	0	0	inf	inf	PKD2
GO_Biological_Process_2021	microtubule cytoskeleton organization involved in mitosis (GO:1902850)	9.746530e-01	9.911692e-01	0	0	inf	inf	EML1
GO_Biological_Process_2021	microtubule polymerization (GO:0046785)	9.746530e-01	9.911692e-01	0	0	inf	inf	MAPT
GO_Biological_Process_2021	middle ear morphogenesis (GO:0042474)	9.746530e-01	9.911692e-01	0	0	inf	inf	OSR1
GO_Biological_Process_2021	mitochondrial genome maintenance (GO:0000002)	9.746530e-01	9.911692e-01	0	0	inf	inf	AKT3
GO_Biological_Process_2021	mitochondrial membrane organization (GO:0007006)	9.746530e-01	9.911692e-01	0	0	inf	inf	BCL2
GO_Biological_Process_2021	mitotic cytokinesis (GO:0000281)	9.746530e-01	9.911692e-01	0	0	inf	inf	MYH10
GO_Biological_Process_2021	mitotic nuclear division (GO:0140014)	9.746530e-01	9.911692e-01	0	0	inf	inf	MAP9
GO_Biological_Process_2021	mitotic nuclear membrane disassembly (GO:0007077)	9.746530e-01	9.911692e-01	0	0	inf	inf	PRKCB
GO_Biological_Process_2021	mitotic spindle assembly (GO:0090307)	9.746530e-01	9.911692e-01	0	0	inf	inf	MAP9
GO_Biological_Process_2021	mitral valve morphogenesis (GO:0003183)	9.746530e-01	9.911692e-01	0	0	inf	inf	DCHS1
GO_Biological_Process_2021	modulation by host of viral genome replication (GO:0044827)	9.746530e-01	9.911692e-01	0	0	inf	inf	CCL8
GO_Biological_Process_2021	modulation by host of viral process (GO:0044788)	9.746530e-01	9.911692e-01	0	0	inf	inf	PTX3
GO_Biological_Process_2021	modulation by symbiont of entry into host (GO:0052372)	9.746530e-01	9.911692e-01	0	0	inf	inf	CAV1
GO_Biological_Process_2021	modulation by symbiont of host apoptotic process (GO:0052150)	9.746530e-01	9.911692e-01	0	0	inf	inf	CTSG
GO_Biological_Process_2021	modulation by symbiont of host autophagy (GO:0075071)	9.746530e-01	9.911692e-01	0	0	inf	inf	IRGM
GO_Biological_Process_2021	modulation by symbiont of host defense response (GO:0052031)	9.746530e-01	9.911692e-01	0	0	inf	inf	MRC1
GO_Biological_Process_2021	modulation by symbiont of host process (GO:0044003)	9.746530e-01	9.911692e-01	0	0	inf	inf	MRC1
GO_Biological_Process_2021	monocarboxylic acid catabolic process (GO:0072329)	9.746530e-01	9.911692e-01	0	0	inf	inf	CYP26C1
GO_Biological_Process_2021	monocyte activation (GO:0042117)	9.746530e-01	9.911692e-01	0	0	inf	inf	AZU1
GO_Biological_Process_2021	monocyte differentiation (GO:0030224)	9.746530e-01	9.911692e-01	0	0	inf	inf	CSF1R
GO_Biological_Process_2021	monosaccharide transmembrane transport (GO:0015749)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC2A2
GO_Biological_Process_2021	monovalent inorganic anion homeostasis (GO:0055083)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC12A1
GO_Biological_Process_2021	monovalent inorganic cation homeostasis (GO:0055067)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLC12A1
GO_Biological_Process_2021	morphogenesis of an epithelium (GO:0002009)	9.746530e-01	9.911692e-01	0	0	inf	inf	SOX10
GO_Biological_Process_2021	mRNA 5'-splice site recognition (GO:0000395)	9.746530e-01	9.911692e-01	0	0	inf	inf	SRSF12
GO_Biological_Process_2021	mRNA catabolic process (GO:0006402)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLFN14
GO_Biological_Process_2021	mRNA cis splicing, via spliceosome (GO:0045292)	9.746530e-01	9.911692e-01	0	0	inf	inf	SRSF12
GO_Biological_Process_2021	mRNA destabilization (GO:0061157)	9.746530e-01	9.911692e-01	0	0	inf	inf	RBM24
GO_Biological_Process_2021	mRNA export from nucleus (GO:0006406)	9.746530e-01	9.911692e-01	0	0	inf	inf	DDX25
GO_Biological_Process_2021	mRNA transcription (GO:0009299)	9.746530e-01	9.911692e-01	0	0	inf	inf	C5AR1
GO_Biological_Process_2021	mRNA transcription by RNA polymerase II (GO:0042789)	9.746530e-01	9.911692e-01	0	0	inf	inf	C5AR1
GO_Biological_Process_2021	mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427)	9.746530e-01	9.911692e-01	0	0	inf	inf	DDX25
GO_Biological_Process_2021	multi-ciliated epithelial cell differentiation (GO:1903251)	9.746530e-01	9.911692e-01	0	0	inf	inf	DEUP1
GO_Biological_Process_2021	multinuclear osteoclast differentiation (GO:0072674)	9.746530e-01	9.911692e-01	0	0	inf	inf	DCSTAMP
GO_Biological_Process_2021	myeloid leukocyte mediated immunity (GO:0002444)	9.746530e-01	9.911692e-01	0	0	inf	inf	IL6
GO_Biological_Process_2021	myoblast differentiation (GO:0045445)	9.746530e-01	9.911692e-01	0	0	inf	inf	IGF1
GO_Biological_Process_2021	myoblast migration (GO:0051451)	9.746530e-01	9.911692e-01	0	0	inf	inf	THBS4
GO_Biological_Process_2021	myotube cell development (GO:0014904)	9.746530e-01	9.911692e-01	0	0	inf	inf	IGF1
GO_Biological_Process_2021	NAD biosynthesis via nicotinamide riboside salvage pathway (GO:0034356)	9.746530e-01	9.911692e-01	0	0	inf	inf	PTGIS
GO_Biological_Process_2021	NAD biosynthetic process (GO:0009435)	9.746530e-01	9.911692e-01	0	0	inf	inf	PTGIS
GO_Biological_Process_2021	natural killer cell mediated cytotoxicity (GO:0042267)	9.746530e-01	9.911692e-01	0	0	inf	inf	KLRK1
GO_Biological_Process_2021	ncRNA catabolic process (GO:0034661)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLFN14
GO_Biological_Process_2021	ncRNA transcription (GO:0098781)	9.746530e-01	9.911692e-01	0	0	inf	inf	CAVIN1
GO_Biological_Process_2021	negative regulation by host of viral genome replication (GO:0044828)	9.746530e-01	9.911692e-01	0	0	inf	inf	CCL8
GO_Biological_Process_2021	negative regulation by symbiont of host apoptotic process (GO:0033668)	9.746530e-01	9.911692e-01	0	0	inf	inf	CTSG
GO_Biological_Process_2021	negative regulation by symbiont of host programmed cell death (GO:0052041)	9.746530e-01	9.911692e-01	0	0	inf	inf	CTSG
GO_Biological_Process_2021	negative regulation of actin nucleation (GO:0051126)	9.746530e-01	9.911692e-01	0	0	inf	inf	CTNNA2
GO_Biological_Process_2021	negative regulation of activin receptor signaling pathway (GO:0032926)	9.746530e-01	9.911692e-01	0	0	inf	inf	IGSF1
GO_Biological_Process_2021	negative regulation of adaptive immune response (GO:0002820)	9.746530e-01	9.911692e-01	0	0	inf	inf	SAMSN1
GO_Biological_Process_2021	negative regulation of amino acid transport (GO:0051956)	9.746530e-01	9.911692e-01	0	0	inf	inf	TRH
GO_Biological_Process_2021	negative regulation of amyloid precursor protein biosynthetic process (GO:0042985)	9.746530e-01	9.911692e-01	0	0	inf	inf	ITM2A
GO_Biological_Process_2021	negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316)	9.746530e-01	9.911692e-01	0	0	inf	inf	CTNNA2
GO_Biological_Process_2021	negative regulation of astrocyte differentiation (GO:0048712)	9.746530e-01	9.911692e-01	0	0	inf	inf	TREM2
GO_Biological_Process_2021	negative regulation of B cell apoptotic process (GO:0002903)	9.746530e-01	9.911692e-01	0	0	inf	inf	IL2
GO_Biological_Process_2021	negative regulation of blood coagulation, intrinsic pathway (GO:2000267)	9.746530e-01	9.911692e-01	0	0	inf	inf	SERPING1
GO_Biological_Process_2021	negative regulation of calcineurin-mediated signaling (GO:0106057)	9.746530e-01	9.911692e-01	0	0	inf	inf	ACTN3
GO_Biological_Process_2021	negative regulation of calcineurin-NFAT signaling cascade (GO:0070885)	9.746530e-01	9.911692e-01	0	0	inf	inf	ACTN3
GO_Biological_Process_2021	negative regulation of calcium ion transport into cytosol (GO:0010523)	9.746530e-01	9.911692e-01	0	0	inf	inf	NOS1
GO_Biological_Process_2021	negative regulation of calcium ion-dependent exocytosis (GO:0045955)	9.746530e-01	9.911692e-01	0	0	inf	inf	SYT4
GO_Biological_Process_2021	negative regulation of cAMP-dependent protein kinase activity (GO:2000480)	9.746530e-01	9.911692e-01	0	0	inf	inf	PKIA
GO_Biological_Process_2021	negative regulation of cardiac muscle cell apoptotic process (GO:0010667)	9.746530e-01	9.911692e-01	0	0	inf	inf	HAND2
GO_Biological_Process_2021	negative regulation of cardiac muscle cell differentiation (GO:2000726)	9.746530e-01	9.911692e-01	0	0	inf	inf	FZD7
GO_Biological_Process_2021	negative regulation of cardiocyte differentiation (GO:1905208)	9.746530e-01	9.911692e-01	0	0	inf	inf	FZD7
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	9.746530e-01	9.911692e-01	0	0	inf	inf	RUNX3
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043371)	9.746530e-01	9.911692e-01	0	0	inf	inf	RUNX3
GO_Biological_Process_2021	negative regulation of CD8-positive, alpha-beta T cell activation (GO:2001186)	9.746530e-01	9.911692e-01	0	0	inf	inf	LILRB1
GO_Biological_Process_2021	negative regulation of cell aging (GO:0090344)	9.746530e-01	9.911692e-01	0	0	inf	inf	AKT3
GO_Biological_Process_2021	negative regulation of cell morphogenesis involved in differentiation (GO:0010771)	9.746530e-01	9.911692e-01	0	0	inf	inf	FBLN1
GO_Biological_Process_2021	negative regulation of cell size (GO:0045792)	9.746530e-01	9.911692e-01	0	0	inf	inf	RDX
GO_Biological_Process_2021	negative regulation of cell volume (GO:0045794)	9.746530e-01	9.911692e-01	0	0	inf	inf	P2RX7
GO_Biological_Process_2021	negative regulation of cell-cell adhesion mediated by cadherin (GO:2000048)	9.746530e-01	9.911692e-01	0	0	inf	inf	NEXMIF
GO_Biological_Process_2021	negative regulation of cellular respiration (GO:1901856)	9.746530e-01	9.911692e-01	0	0	inf	inf	ACTN3
GO_Biological_Process_2021	negative regulation of cellular senescence (GO:2000773)	9.746530e-01	9.911692e-01	0	0	inf	inf	AKT3
GO_Biological_Process_2021	negative regulation of cGMP-mediated signaling (GO:0010754)	9.746530e-01	9.911692e-01	0	0	inf	inf	THBS1
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	9.746530e-01	9.911692e-01	0	0	inf	inf	SERPINE1
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein kinase activity (GO:1904030)	9.746530e-01	9.911692e-01	0	0	inf	inf	MYOCD
GO_Biological_Process_2021	negative regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0045736)	9.746530e-01	9.911692e-01	0	0	inf	inf	MYOCD
GO_Biological_Process_2021	negative regulation of dendritic spine development (GO:0061000)	9.746530e-01	9.911692e-01	0	0	inf	inf	NLGN1
GO_Biological_Process_2021	negative regulation of dephosphorylation (GO:0035305)	9.746530e-01	9.911692e-01	0	0	inf	inf	PPP1R16B
GO_Biological_Process_2021	negative regulation of DNA replication (GO:0008156)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLFN11
GO_Biological_Process_2021	negative regulation of DNA-dependent DNA replication (GO:2000104)	9.746530e-01	9.911692e-01	0	0	inf	inf	SLFN11
GO_Biological_Process_2021	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)	9.746530e-01	9.911692e-01	0	0	inf	inf	LRRK2
